case_id;start_time;end_time;creator;variant;variant_index;activity;resource
177194;2011-11-DD1111:23:11.2311;2011-11-DD1111:58:10.5810;Fluxicon Disco; Variant 1239;1239; W_Valideren aanvraag;10972
177197;2011-10-DD1708:17:37.1737;2011-10-DD1708:25:41.2541;Fluxicon Disco; Variant 13;13; W_Completeren aanvraag;11201
177197;2011-10-DD2417:52:55.5255;2011-10-DD2417:58:18.5818;Fluxicon Disco; Variant 13;13; W_Nabellen offertes;10913
177197;2011-10-DD2514:25:11.2511;2011-10-DD2514:31:39.3139;Fluxicon Disco; Variant 13;13; W_Nabellen offertes;11189
177197;2011-10-DD2609:39:52.3952;2011-10-DD2609:40:32.4032;Fluxicon Disco; Variant 13;13; W_Nabellen offertes;NOT_SET
177197;2011-10-DD3110:48:01.481;2011-10-DD3111:14:39.1439;Fluxicon Disco; Variant 13;13; W_Valideren aanvraag;10629
177200;2011-10-DD1708:13:11.1311;2011-10-DD1708:15:26.1526;Fluxicon Disco; Variant 184;184; W_Afhandelen leads;10881
177200;2011-10-DD1711:47:27.4727;2011-10-DD1711:50:14.5014;Fluxicon Disco; Variant 184;184; W_Completeren aanvraag;10881
177200;2011-10-DD1713:54:22.5422;2011-10-DD1714:06:57.657;Fluxicon Disco; Variant 184;184; W_Completeren aanvraag;10913
177200;2011-10-DD2509:01:59.159;2011-10-DD2509:05:47.547;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;NOT_SET
177200;2011-10-DD2617:11:12.1112;2011-10-DD2617:12:28.1228;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;11203
177200;2011-10-DD2910:03:11.311;2011-10-DD2910:05:00.50;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;NOT_SET
177200;2011-10-DD3115:35:35.3535;2011-10-DD3115:37:20.3720;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;11180
177200;2011-11-DD118:10:58.1058;2011-11-DD118:12:37.1237;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;10913
177200;2011-11-DD219:02:27.227;2011-11-DD219:04:08.48;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;11203
177200;2011-11-DD416:11:46.1146;2011-11-DD416:13:26.1326;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;11201
177200;2011-11-DD515:22:29.2229;2011-11-DD515:23:40.2340;Fluxicon Disco; Variant 184;184; W_Nabellen offertes;NOT_SET
177203;2011-10-DD1708:25:50.2550;2011-10-DD1708:48:49.4849;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;11201
177206;2011-10-DD1708:15:16.1516;2011-10-DD1708:18:24.1824;Fluxicon Disco; Variant 1240;1240; W_Afhandelen leads;10881
177206;2011-10-DD1711:05:37.537;2011-10-DD1711:17:25.1725;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;NOT_SET
177206;2011-10-DD1717:09:27.927;2011-10-DD1717:10:23.1023;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11180
177206;2011-10-DD1814:49:21.4921;2011-10-DD1814:51:13.5113;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;10913
177206;2011-10-DD1818:27:11.2711;2011-10-DD1818:28:19.2819;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11179
177206;2011-10-DD1908:50:10.5010;2011-10-DD1908:50:58.5058;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11180
177206;2011-10-DD1919:52:51.5251;2011-10-DD1919:53:02.532;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;10939
177206;2011-10-DD2013:02:28.228;2011-10-DD2013:03:01.31;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;NOT_SET
177206;2011-10-DD2018:51:49.5149;2011-10-DD2019:02:02.22;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11179
177206;2011-10-DD2019:02:21.221;2011-10-DD2019:04:32.432;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11179
177206;2011-10-DD2112:34:50.3450;2011-10-DD2112:35:15.3515;Fluxicon Disco; Variant 1240;1240; W_Beoordelen fraude;10188
177206;2011-10-DD2113:30:05.305;2011-10-DD2113:30:14.3014;Fluxicon Disco; Variant 1240;1240; W_Beoordelen fraude;10188
177206;2011-10-DD2113:56:25.5625;2011-10-DD2113:58:18.5818;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11000
177206;2011-10-DD2113:58:21.5821;2011-10-DD2113:58:27.5827;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;11000
177206;2011-10-DD2408:24:43.2443;2011-10-DD2408:24:50.2450;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;NOT_SET
177206;2011-10-DD2411:41:27.4127;2011-10-DD2411:56:03.563;Fluxicon Disco; Variant 1240;1240; W_Completeren aanvraag;NOT_SET
177206;2011-10-DD2411:56:18.5618;2011-10-DD2412:00:13.013;Fluxicon Disco; Variant 1240;1240; W_Nabellen offertes;NOT_SET
177206;2011-10-DD3115:30:16.3016;2011-10-DD3115:32:35.3235;Fluxicon Disco; Variant 1240;1240; W_Nabellen offertes;11180
177206;2011-10-DD3116:21:54.2154;2011-10-DD3116:22:20.2220;Fluxicon Disco; Variant 1240;1240; W_Nabellen offertes;11119
177206;2011-11-DD412:09:26.926;2011-11-DD412:09:44.944;Fluxicon Disco; Variant 1240;1240; W_Nabellen offertes;10789
177206;2011-11-DD909:38:24.3824;2011-11-DD910:20:25.2025;Fluxicon Disco; Variant 1240;1240; W_Valideren aanvraag;10629
177206;2011-11-DD910:20:54.2054;2011-11-DD910:21:36.2136;Fluxicon Disco; Variant 1240;1240; W_Nabellen incomplete dossiers;10629
177209;2011-10-DD1708:36:41.3641;2011-10-DD1708:51:07.517;Fluxicon Disco; Variant 133;133; W_Completeren aanvraag;NOT_SET
177209;2011-10-DD1708:51:27.5127;2011-10-DD1708:53:56.5356;Fluxicon Disco; Variant 133;133; W_Nabellen offertes;NOT_SET
177209;2011-10-DD2008:12:21.1221;2011-10-DD2008:12:44.1244;Fluxicon Disco; Variant 133;133; W_Nabellen offertes;NOT_SET
177209;2011-10-DD2607:56:01.561;2011-10-DD2608:17:53.1753;Fluxicon Disco; Variant 133;133; W_Valideren aanvraag;10609
177209;2011-10-DD2609:31:13.3113;2011-10-DD2609:41:49.4149;Fluxicon Disco; Variant 133;133; W_Nabellen incomplete dossiers;11002
177209;2011-10-DD2610:13:49.1349;2011-10-DD2610:13:59.1359;Fluxicon Disco; Variant 133;133; W_Nabellen incomplete dossiers;10861
177209;2011-10-DD2610:52:35.5235;2011-10-DD2611:03:55.355;Fluxicon Disco; Variant 133;133; W_Valideren aanvraag;10609
177212;2011-10-DD1708:50:02.502;2011-10-DD1709:01:49.149;Fluxicon Disco; Variant 17;17; W_Completeren aanvraag;11201
177212;2011-10-DD2417:58:32.5832;2011-10-DD2418:08:09.89;Fluxicon Disco; Variant 17;17; W_Nabellen offertes;10913
177215;2011-10-DD1708:13:19.1319;2011-10-DD1708:15:12.1512;Fluxicon Disco; Variant 55;55; W_Afhandelen leads;10881
177215;2011-10-DD1711:01:09.19;2011-10-DD1711:02:03.23;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;NOT_SET
177215;2011-10-DD1711:03:03.33;2011-10-DD1711:05:21.521;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;NOT_SET
177215;2011-10-DD1716:22:41.2241;2011-10-DD1716:22:47.2247;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11181
177215;2011-10-DD1717:01:33.133;2011-10-DD1717:01:40.140;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11180
177215;2011-10-DD1717:08:31.831;2011-10-DD1717:08:37.837;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;10861
177215;2011-10-DD1717:14:46.1446;2011-10-DD1717:14:56.1456;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11181
177215;2011-10-DD1717:19:43.1943;2011-10-DD1717:19:49.1949;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11119
177215;2011-10-DD1717:23:41.2341;2011-10-DD1717:23:48.2348;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11180
177215;2011-10-DD1717:57:23.5723;2011-10-DD1718:11:24.1124;Fluxicon Disco; Variant 55;55; W_Completeren aanvraag;11180
177221;2011-10-DD1709:03:12.312;2011-10-DD1709:16:33.1633;Fluxicon Disco; Variant 295;295; W_Completeren aanvraag;11201
177221;2011-10-DD1710:19:32.1932;2011-10-DD1710:19:37.1937;Fluxicon Disco; Variant 295;295; W_Completeren aanvraag;11201
177221;2011-10-DD1716:07:48.748;2011-10-DD1716:07:55.755;Fluxicon Disco; Variant 295;295; W_Completeren aanvraag;11119
177221;2011-10-DD1716:09:37.937;2011-10-DD1716:19:37.1937;Fluxicon Disco; Variant 295;295; W_Completeren aanvraag;11119
177221;2011-10-DD1716:19:54.1954;2011-10-DD1716:20:32.2032;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;11119
177221;2011-10-DD2509:17:47.1747;2011-10-DD2509:19:49.1949;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-10-DD2616:38:55.3855;2011-10-DD2616:39:28.3928;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-10-DD2618:10:35.1035;2011-10-DD2618:10:46.1046;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-10-DD2618:48:49.4849;2011-10-DD2618:56:57.5657;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-10-DD2618:57:10.5710;2011-10-DD2618:59:08.598;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-10-DD2618:59:31.5931;2011-10-DD2619:02:42.242;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-11-DD316:36:02.362;2011-11-DD316:39:07.397;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-11-DD319:30:18.3018;2011-11-DD319:32:08.328;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;NOT_SET
177221;2011-11-DD718:12:48.1248;2011-11-DD718:15:18.1518;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;11119
177221;2011-11-DD1109:58:58.5858;2011-11-DD1109:59:13.5913;Fluxicon Disco; Variant 295;295; W_Nabellen offertes;10789
177221;2011-11-DD1414:55:02.552;2011-11-DD1415:24:35.2435;Fluxicon Disco; Variant 295;295; W_Valideren aanvraag;10972
177230;2011-10-DD1709:16:59.1659;2011-10-DD1709:17:13.1713;Fluxicon Disco; Variant 19;19; W_Completeren aanvraag;11201
177230;2011-10-DD1710:28:22.2822;2011-10-DD1710:37:10.3710;Fluxicon Disco; Variant 19;19; W_Completeren aanvraag;NOT_SET
177230;2011-10-DD1710:37:23.3723;2011-10-DD1710:40:45.4045;Fluxicon Disco; Variant 19;19; W_Nabellen offertes;NOT_SET
177230;2011-10-DD2508:29:34.2934;2011-10-DD2508:31:26.3126;Fluxicon Disco; Variant 19;19; W_Nabellen offertes;NOT_SET
177239;2011-10-DD1708:50:02.502;2011-10-DD1708:53:18.5318;Fluxicon Disco; Variant 51;51; W_Completeren aanvraag;10982
177239;2011-10-DD1713:42:11.4211;2011-10-DD1713:43:57.4357;Fluxicon Disco; Variant 51;51; W_Completeren aanvraag;11180
177239;2011-10-DD1716:58:52.5852;2011-10-DD1717:12:59.1259;Fluxicon Disco; Variant 51;51; W_Completeren aanvraag;11119
177239;2011-10-DD1717:13:41.1341;2011-10-DD1717:15:49.1549;Fluxicon Disco; Variant 51;51; W_Nabellen offertes;11119
177239;2011-10-DD2509:32:01.321;2011-10-DD2509:35:48.3548;Fluxicon Disco; Variant 51;51; W_Nabellen offertes;NOT_SET
177239;2011-10-DD2617:18:00.180;2011-10-DD2617:24:49.2449;Fluxicon Disco; Variant 51;51; W_Nabellen offertes;11203
177245;2011-10-DD1708:53:28.5328;2011-10-DD1708:55:43.5543;Fluxicon Disco; Variant 2;2; W_Completeren aanvraag;10982
177248;2011-10-DD1708:27:34.2734;2011-10-DD1708:28:31.2831;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;11049
177248;2011-11-DD119:22:42.2242;2011-11-DD119:23:08.238;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;11119
177248;2011-11-DD119:35:48.3548;2011-11-DD119:36:20.3620;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;11119
177248;2011-11-DD210:34:00.340;2011-11-DD210:35:12.3512;Fluxicon Disco; Variant 12;12; W_Completeren aanvraag;10861
177251;2011-10-DD1709:17:26.1726;2011-10-DD1709:20:50.2050;Fluxicon Disco; Variant 62;62; W_Completeren aanvraag;11201
177251;2011-10-DD1709:27:59.2759;2011-10-DD1709:37:00.370;Fluxicon Disco; Variant 62;62; W_Completeren aanvraag;10982
177251;2011-10-DD1709:37:08.378;2011-10-DD1709:37:57.3757;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;10982
177251;2011-10-DD2508:15:47.1547;2011-10-DD2508:19:21.1921;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;NOT_SET
177251;2011-10-DD2513:51:07.517;2011-10-DD2513:52:09.529;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;10881
177251;2011-10-DD2711:47:43.4743;2011-10-DD2711:47:49.4749;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;11189
177251;2011-10-DD2910:43:00.430;2011-10-DD2910:45:08.458;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;10913
177251;2011-10-DD2914:27:53.2753;2011-10-DD2914:28:01.281;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;11181
177251;2011-10-DD2915:40:10.4010;2011-10-DD2915:41:46.4146;Fluxicon Disco; Variant 62;62; W_Nabellen offertes;NOT_SET
177254;2011-10-DD1709:22:06.226;2011-10-DD1709:24:37.2437;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;11201
177254;2011-10-DD1713:44:10.4410;2011-10-DD1713:47:27.4727;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;11180
177254;2011-10-DD1716:22:52.2252;2011-10-DD1716:23:04.234;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;11181
177254;2011-10-DD1717:04:17.417;2011-10-DD1717:14:40.1440;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;11181
177254;2011-10-DD1717:41:27.4127;2011-10-DD1717:47:34.4734;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;10913
177254;2011-10-DD1717:47:41.4741;2011-10-DD1717:50:23.5023;Fluxicon Disco; Variant 1242;1242; W_Completeren aanvraag;10913
177254;2011-10-DD2509:45:27.4527;2011-10-DD2509:45:59.4559;Fluxicon Disco; Variant 1242;1242; W_Nabellen offertes;NOT_SET
177254;2011-10-DD2719:19:47.1947;2011-10-DD2719:23:49.2349;Fluxicon Disco; Variant 1242;1242; W_Nabellen offertes;NOT_SET
177254;2011-10-DD2911:28:37.2837;2011-10-DD2911:30:50.3050;Fluxicon Disco; Variant 1242;1242; W_Nabellen offertes;10913
177254;2011-10-DD3109:14:29.1429;2011-10-DD3109:15:27.1527;Fluxicon Disco; Variant 1242;1242; W_Nabellen offertes;NOT_SET
177254;2011-11-DD314:04:13.413;2011-11-DD314:04:26.426;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10138
177254;2011-11-DD314:29:59.2959;2011-11-DD314:30:11.3011;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10809
177254;2011-11-DD315:26:35.2635;2011-11-DD315:26:43.2643;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10138
177254;2011-11-DD315:34:37.3437;2011-11-DD315:34:48.3448;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10629
177254;2011-11-DD315:35:37.3537;2011-11-DD315:36:16.3616;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10629
177254;2011-11-DD316:31:41.3141;2011-11-DD316:37:27.3727;Fluxicon Disco; Variant 1242;1242; W_Valideren aanvraag;10972
177263;2011-10-DD1708:21:34.2134;2011-10-DD1708:23:48.2348;Fluxicon Disco; Variant 1244;1244; W_Afhandelen leads;10982
177263;2011-10-DD1710:28:35.2835;2011-10-DD1710:34:03.343;Fluxicon Disco; Variant 1244;1244; W_Completeren aanvraag;10982
177263;2011-10-DD1713:47:39.4739;2011-10-DD1713:48:33.4833;Fluxicon Disco; Variant 1244;1244; W_Completeren aanvraag;11180
177263;2011-10-DD1716:40:41.4041;2011-10-DD1716:48:03.483;Fluxicon Disco; Variant 1244;1244; W_Completeren aanvraag;11122
177263;2011-10-DD1716:48:08.488;2011-10-DD1716:49:31.4931;Fluxicon Disco; Variant 1244;1244; W_Completeren aanvraag;11122
177263;2011-10-DD1716:49:40.4940;2011-10-DD1716:50:36.5036;Fluxicon Disco; Variant 1244;1244; W_Nabellen offertes;11122
177263;2011-10-DD2213:39:21.3921;2011-10-DD2213:40:48.4048;Fluxicon Disco; Variant 1244;1244; W_Nabellen offertes;11000
177263;2011-10-DD2213:46:40.4640;2011-10-DD2213:46:50.4650;Fluxicon Disco; Variant 1244;1244; W_Nabellen offertes;11000
177263;2011-10-DD2710:04:46.446;2011-10-DD2710:05:17.517;Fluxicon Disco; Variant 1244;1244; W_Nabellen offertes;11049
177263;2011-10-DD3113:34:08.348;2011-10-DD3113:35:33.3533;Fluxicon Disco; Variant 1244;1244; W_Valideren aanvraag;10629
177263;2011-10-DD3113:35:40.3540;2011-10-DD3113:49:26.4926;Fluxicon Disco; Variant 1244;1244; W_Valideren aanvraag;10629
177263;2011-10-DD3113:50:06.506;2011-10-DD3113:50:54.5054;Fluxicon Disco; Variant 1244;1244; W_Nabellen incomplete dossiers;10629
177266;2011-10-DD1708:22:40.2240;2011-10-DD1708:22:54.2254;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;10881
177269;2011-10-DD1708:26:02.262;2011-10-DD1708:28:07.287;Fluxicon Disco; Variant 49;49; W_Afhandelen leads;10982
177269;2011-10-DD1711:17:37.1737;2011-10-DD1711:56:06.566;Fluxicon Disco; Variant 49;49; W_Completeren aanvraag;NOT_SET
177269;2011-10-DD1711:56:32.5632;2011-10-DD1711:58:22.5822;Fluxicon Disco; Variant 49;49; W_Nabellen offertes;NOT_SET
177269;2011-10-DD1909:43:44.4344;2011-10-DD1909:46:24.4624;Fluxicon Disco; Variant 49;49; W_Nabellen offertes;11179
177272;2011-10-DD1708:23:44.2344;2011-10-DD1708:25:23.2523;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;10881
177281;2011-10-DD1708:28:17.2817;2011-10-DD1708:30:33.3033;Fluxicon Disco; Variant 8;8; W_Afhandelen leads;10982
177281;2011-10-DD1711:20:50.2050;2011-10-DD1711:22:21.2221;Fluxicon Disco; Variant 8;8; W_Completeren aanvraag;10881
177281;2011-10-DD1713:52:39.5239;2011-10-DD1713:53:32.5332;Fluxicon Disco; Variant 8;8; W_Completeren aanvraag;11180
177281;2011-10-DD1717:23:53.2353;2011-10-DD1717:38:27.3827;Fluxicon Disco; Variant 8;8; W_Completeren aanvraag;11180
177284;2011-10-DD1709:34:16.3416;2011-10-DD1709:34:23.3423;Fluxicon Disco; Variant 1245;1245; W_Completeren aanvraag;11201
177284;2011-10-DD1712:34:52.3452;2011-10-DD1712:37:01.371;Fluxicon Disco; Variant 1245;1245; W_Completeren aanvraag;11180
177284;2011-10-DD1717:58:01.581;2011-10-DD1717:58:07.587;Fluxicon Disco; Variant 1245;1245; W_Completeren aanvraag;11181
177284;2011-10-DD1718:12:40.1240;2011-10-DD1718:24:47.2447;Fluxicon Disco; Variant 1245;1245; W_Completeren aanvraag;11180
177284;2011-10-DD1718:24:58.2458;2011-10-DD1718:26:01.261;Fluxicon Disco; Variant 1245;1245; W_Nabellen offertes;11180
177284;2011-10-DD2408:51:16.5116;2011-10-DD2408:51:35.5135;Fluxicon Disco; Variant 1245;1245; W_Nabellen offertes;NOT_SET
177284;2011-10-DD2708:27:41.2741;2011-10-DD2708:27:49.2749;Fluxicon Disco; Variant 1245;1245; W_Valideren aanvraag;NOT_SET
177284;2011-10-DD2810:10:52.1052;2011-10-DD2810:53:07.537;Fluxicon Disco; Variant 1245;1245; W_Valideren aanvraag;10972
177284;2011-10-DD2812:04:31.431;2011-10-DD2812:04:51.451;Fluxicon Disco; Variant 1245;1245; W_Nabellen incomplete dossiers;10972
177284;2011-10-DD2815:17:51.1751;2011-10-DD2815:24:59.2459;Fluxicon Disco; Variant 1245;1245; W_Nabellen incomplete dossiers;10861
177284;2011-10-DD3111:53:57.5357;2011-10-DD3111:55:28.5528;Fluxicon Disco; Variant 1245;1245; W_Nabellen incomplete dossiers;11121
177284;2011-11-DD206:47:06.476;2011-11-DD206:47:38.4738;Fluxicon Disco; Variant 1245;1245; W_Nabellen incomplete dossiers;NOT_SET
177284;2011-11-DD209:43:45.4345;2011-11-DD209:53:59.5359;Fluxicon Disco; Variant 1245;1245; W_Valideren aanvraag;10972
177287;2011-10-DD1708:16:04.164;2011-10-DD1708:16:31.1631;Fluxicon Disco; Variant 6;6; W_Afhandelen leads;10881
177287;2011-10-DD1711:02:10.210;2011-10-DD1711:02:31.231;Fluxicon Disco; Variant 6;6; W_Completeren aanvraag;NOT_SET
177287;2011-10-DD1714:21:55.2155;2011-10-DD1714:25:25.2525;Fluxicon Disco; Variant 6;6; W_Completeren aanvraag;10913
177293;2011-10-DD1709:24:59.2459;2011-10-DD1709:30:44.3044;Fluxicon Disco; Variant 43;43; W_Completeren aanvraag;11201
177293;2011-10-DD1712:14:13.1413;2011-10-DD1712:25:47.2547;Fluxicon Disco; Variant 43;43; W_Completeren aanvraag;11201
177293;2011-10-DD1712:26:11.2611;2011-10-DD1712:28:33.2833;Fluxicon Disco; Variant 43;43; W_Nabellen offertes;11201
177293;2011-10-DD1712:29:00.290;2011-10-DD1712:29:45.2945;Fluxicon Disco; Variant 43;43; W_Nabellen offertes;11201
177293;2011-10-DD1816:49:31.4931;2011-10-DD1816:54:30.5430;Fluxicon Disco; Variant 43;43; W_Nabellen offertes;11122
177293;2011-10-DD2509:51:18.5118;2011-10-DD2509:53:08.538;Fluxicon Disco; Variant 43;43; W_Nabellen offertes;NOT_SET
177293;2011-10-DD2517:05:10.510;2011-10-DD2517:10:05.105;Fluxicon Disco; Variant 43;43; W_Nabellen offertes;11189
177299;2011-10-DD1709:30:54.3054;2011-10-DD1709:33:48.3348;Fluxicon Disco; Variant 1246;1246; W_Completeren aanvraag;11201
177299;2011-10-DD1709:57:50.5750;2011-10-DD1710:07:39.739;Fluxicon Disco; Variant 1246;1246; W_Completeren aanvraag;10881
177299;2011-10-DD1710:08:04.84;2011-10-DD1710:10:32.1032;Fluxicon Disco; Variant 1246;1246; W_Nabellen offertes;10881
177299;2011-10-DD2109:18:49.1849;2011-10-DD2109:19:14.1914;Fluxicon Disco; Variant 1246;1246; W_Nabellen offertes;10789
177299;2011-10-DD2712:26:20.2620;2011-10-DD2712:53:51.5351;Fluxicon Disco; Variant 1246;1246; W_Valideren aanvraag;10138
177299;2011-10-DD2717:32:24.3224;2011-10-DD2717:33:52.3352;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;10982
177299;2011-10-DD2717:45:15.4515;2011-10-DD2717:58:15.5815;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;10939
177299;2011-10-DD2717:59:30.5930;2011-10-DD2718:02:40.240;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;10939
177299;2011-10-DD2718:03:36.336;2011-10-DD2718:09:35.935;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;10939
177299;2011-10-DD2718:09:55.955;2011-10-DD2718:13:11.1311;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;10939
177299;2011-10-DD3108:19:34.1934;2011-10-DD3108:19:55.1955;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;11009
177299;2011-11-DD208:40:51.4051;2011-11-DD208:41:27.4127;Fluxicon Disco; Variant 1246;1246; W_Nabellen incomplete dossiers;NOT_SET
177299;2011-11-DD209:57:16.5716;2011-11-DD210:07:35.735;Fluxicon Disco; Variant 1246;1246; W_Valideren aanvraag;10138
177305;2011-10-DD1708:18:45.1845;2011-10-DD1708:19:01.191;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;10881
177311;2011-10-DD1708:27:50.2750;2011-10-DD1708:29:22.2922;Fluxicon Disco; Variant 1;1; W_Afhandelen leads;10881
177317;2011-10-DD1709:20:22.2022;2011-10-DD1709:30:58.3058;Fluxicon Disco; Variant 25;25; W_Completeren aanvraag;NOT_SET
177317;2011-10-DD1709:31:09.319;2011-10-DD1709:33:24.3324;Fluxicon Disco; Variant 25;25; W_Nabellen offertes;NOT_SET
177317;2011-10-DD1817:24:35.2435;2011-10-DD1817:39:19.3919;Fluxicon Disco; Variant 25;25; W_Nabellen offertes;11119
177317;2011-10-DD2419:03:58.358;2011-10-DD2419:06:08.68;Fluxicon Disco; Variant 25;25; W_Nabellen offertes;10913
177317;2011-10-DD2509:02:04.24;2011-10-DD2509:03:46.346;Fluxicon Disco; Variant 25;25; W_Nabellen offertes;11049
